timestamp,BatteryVoltage,Amperage,Temperature,elevatorDesiredPosition,elePosition,eleVelo,eDesiredVelo,shoulderPosition,shoulderDesiredPosition,batteryname
6.300000000000001,12.9,44.4,27.1,810,365,-4998,-5258,-593,432,category1
6.4,5.8,38.8,60.2,617,159,2578,1753,-275,193,category1
6.5,10.0,28.0,38.4,-408,-83,-4748,-942,612,798,category1
6.6000000000000005,4.5,3.5,70.6,-50,-742,3472,1029,23,-763,category1
6.7,6.0,69.6,24.7,511,-348,-2119,-2857,18,699,category1
6.800000000000001,0.2,44.4,60.0,-602,711,-3699,2595,850,-798,category1
6.9,11.9,60.4,44.9,370,-288,-3543,1657,315,886,category1
7.0,7.9,63.9,85.8,170,-567,-5179,2370,830,-506,category1
7.1000000000000005,12.8,52.0,66.1,-882,503,3607,-1137,-424,187,category1
7.2,2.4,31.3,28.9,488,515,-3871,-717,177,137,category1
7.300000000000001,9.5,12.5,23.5,518,-593,-3391,-910,602,-730,category1
7.4,9.0,41.9,30.3,-16,-722,4477,4858,-608,220,category1
7.5,5.4,60.4,18.3,30,-27,3717,-227,-642,-829,category1
7.6000000000000005,4.3,71.3,25.9,-278,596,-1452,-4351,126,-650,category1
7.7,7.4,36.3,92.5,-646,-449,1576,1110,129,222,category1
7.800000000000001,4.4,4.1,49.7,43,104,5451,-3220,386,40,category1
7.9,3.0,38.1,16.9,-509,5,-5415,-5560,838,-202,category1
8.0,6.0,30.9,44.2,133,42,-844,3851,84,93,category1
8.1,7.3,70.5,87.4,-236,-45,1838,-2236,331,-826,category1
8.200000000000001,7.3,52.4,44.8,595,424,3924,-1690,449,484,category1
8.3,12.8,21.8,46.4,555,685,-48,2362,-866,-766,category1
8.4,9.0,33.6,47.0,66,-732,4401,-3213,-189,-848,category1
8.5,11.6,22.2,72.7,-339,61,-483,-1499,369,-490,category1
8.6,6.4,0.1,67.9,-92,616,-1842,-1935,299,-898,category1
8.700000000000001,11.3,47.4,90.2,-857,701,339,-3316,-138,711,category1
8.8,12.4,13.1,0.8,273,601,198,882,848,550,category1
8.9,10.6,56.5,28.6,-578,18,-13,204,-332,182,category1
9.0,6.9,60.9,99.1,-528,-898,-1027,-743,221,-410,category1
9.1,0.6,6.9,38.1,-97,481,2744,-3160,828,469,category1
9.200000000000001,3.1,77.4,2.6,-829,562,5247,2171,-518,38,category1
9.3,7.2,9.4,30.4,-623,434,111,-3311,109,534,category1
9.4,3.6,25.2,93.2,577,-864,-3500,1667,251,-522,category1
9.5,1.3,76.9,13.6,374,250,1131,-1551,-802,-635,category1
9.600000000000001,11.5,50.3,76.3,-427,-307,3202,4424,861,818,category1
9.700000000000001,9.2,60.2,57.4,-863,-376,2242,1307,-80,786,category1
9.8,2.9,10.4,47.8,-285,148,3221,-4144,13,-856,category1
9.9,6.7,45.8,93.9,-581,-583,-1794,-2203,-893,680,category1
10.0,4.9,5.7,22.8,763,-802,-5728,-442,753,-809,category1
10.100000000000001,2.8,65.3,55.9,-545,110,-1102,-2518,807,12,category1
10.200000000000001,5.2,15.9,48.9,457,443,1160,-545,688,609,category1
10.3,8.6,2.4,17.4,-629,-1,-5651,1940,-753,-232,category1
10.4,1.0,33.5,83.4,687,710,-1119,5673,-446,817,category1
10.5,7.7,21.9,35.3,511,821,-3730,2661,-656,646,category1
10.600000000000001,6.3,4.2,37.7,815,-500,2785,2921,710,447,category1
10.700000000000001,3.6,48.6,42.4,650,365,-4713,-4613,469,-470,category1
10.8,4.3,42.9,90.4,-358,-281,2293,-358,-836,-157,category1
10.9,9.1,72.1,71.0,781,647,4987,-1203,-848,897,category1
11.0,3.9,62.1,92.0,-98,371,3256,2633,-43,339,category1
11.100000000000001,9.4,37.1,1.8,401,791,1228,-1137,-280,-700,category1
11.200000000000001,5.7,50.4,58.2,293,-663,3314,4675,862,523,category1
11.3,3.9,56.4,96.0,-301,-352,-599,-3370,400,-141,category1
11.4,11.9,5.0,86.9,-756,-208,3186,-1537,-558,763,category1
11.5,1.0,47.0,69.1,614,542,5446,4957,492,761,category1
11.600000000000001,9.1,53.3,26.4,56,662,5003,-2640,-225,-99,category1
11.700000000000001,2.0,39.7,4.6,861,756,5263,479,-14,-522,category1
11.8,0.4,32.0,19.4,870,705,3404,-5924,-140,-793,category1
11.9,1.7,16.2,63.3,-672,-349,3602,-702,5,261,category1
12.0,7.2,16.7,82.4,460,-342,2730,1955,783,373,category1
12.100000000000001,5.3,60.7,56.0,895,163,5673,2368,897,881,category1
12.200000000000001,4.2,67.2,26.9,564,251,3134,-455,102,-872,category1
12.3,12.7,53.8,52.0,-68,244,3345,19,179,339,category1
12.4,8.5,78.3,80.7,-266,-405,-4437,-4645,381,830,category1
12.5,2.7,6.9,22.5,331,-255,2075,3782,-139,-816,category1
12.600000000000001,1.7,4.1,56.4,768,370,-4633,240,-820,-43,category1
12.700000000000001,8.3,5.9,23.7,-361,758,2133,-4796,612,761,category1
12.8,11.7,13.5,24.8,-311,239,4271,-3568,711,-503,category1
12.9,9.6,74.6,70.2,463,28,-2109,-4742,-713,273,category1
13.0,4.9,46.0,44.3,-15,-328,-3700,-1868,-784,-643,category1
13.100000000000001,11.1,52.2,60.1,174,545,3245,100,-743,-789,category1
13.200000000000001,7.5,7.4,77.7,433,291,-553,-1315,895,388,category1
13.3,4.4,59.2,85.4,503,302,2043,-3157,-763,-652,category1
13.4,8.6,5.1,15.7,216,224,-4186,-2863,312,98,category1
13.5,10.9,33.8,25.4,-582,209,1007,1665,-843,577,category1
13.600000000000001,10.5,10.2,30.3,878,454,2950,-4738,549,-656,category1
13.700000000000001,6.6,28.4,9.4,309,337,3397,-2364,60,410,category1
13.8,9.1,76.4,46.3,294,-73,2263,-3758,-210,-437,category1
13.9,4.9,69.3,56.4,875,-886,-494,-5711,856,76,category1
14.0,2.5,79.4,10.8,358,-261,-2646,-3723,-638,-623,category1
14.100000000000001,5.0,51.2,77.8,497,406,-2428,-443,-587,-115,category1
14.200000000000001,1.9,63.5,93.7,515,-230,-5620,-2377,-640,41,category1
14.3,2.7,17.9,59.1,-510,390,-5816,-4768,155,-517,category1
14.4,4.3,42.9,74.5,-870,-570,3317,5202,-288,645,category1
14.5,4.9,51.2,41.5,-233,-793,4225,-5453,382,311,category1
14.600000000000001,12.5,1.1,55.4,238,682,-1548,3553,423,388,category1
14.700000000000001,12.7,41.7,16.1,-788,393,-4837,5150,508,-667,category1
14.8,3.8,44.7,41.9,522,493,4613,-1690,-115,-31,category1
14.9,4.4,17.4,80.0,-409,-51,-1886,4092,-38,-156,category1
15.0,9.0,8.3,40.8,-228,-817,4934,467,-330,845,category1
15.100000000000001,10.7,73.8,65.2,-163,630,-4025,-3011,63,130,category1
15.200000000000001,10.7,44.7,5.3,712,-89,-4204,-2325,-96,814,category1
15.3,11.5,33.4,34.7,-879,-639,1092,5911,-867,-197,category1
15.4,1.9,68.6,84.1,-332,100,3291,4954,-64,-555,category1
15.5,6.6,24.2,10.3,-280,-111,-4193,3003,-53,433,category1
15.600000000000001,0.6,65.9,66.4,-141,22,-2131,-4116,-99,317,category1
15.700000000000001,10.8,62.8,28.2,-394,-751,-613,-5913,745,440,category1
15.8,9.9,61.5,55.1,861,-839,-1745,1241,761,671,category1
15.9,7.1,65.3,19.7,-542,109,1901,-899,-574,508,category1
16.0,0.1,11.7,84.0,92,652,-4266,3684,202,-98,category1
16.1,3.4,28.4,8.6,219,-659,-3928,-1166,-837,-201,category1
16.2,3.7,6.6,34.1,26,-131,-796,-1194,-246,4,category1
16.3,1.2,14.8,57.5,-427,-491,-2483,3266,-742,746,category1
16.400000000000002,3.0,77.8,86.7,-864,460,4445,2516,345,333,category1
16.5,4.1,17.2,48.5,-461,-168,-3525,2513,480,860,category1
16.6,1.8,26.6,35.9,-345,-263,-1676,4416,56,-248,category1
16.7,2.9,28.7,35.1,-14,-71,-578,4486,-593,-23,category1
16.8,10.6,41.1,38.3,486,-517,5796,1218,-608,-590,category1
16.900000000000002,9.8,35.2,61.0,-524,890,5853,348,-479,718,category1
17.0,1.1,30.0,61.7,-323,-326,4960,2085,-654,76,category1
17.1,8.6,61.1,26.8,-746,681,487,-3,91,-733,category1
17.2,11.3,21.6,31.2,-711,-247,-775,1517,157,-899,category1
17.3,11.1,36.5,61.4,3,-590,-5703,2818,510,198,category1
17.400000000000002,10.3,20.5,56.7,201,-533,-4046,4787,-689,-234,category1
17.5,7.5,2.7,36.8,121,-603,942,3082,-336,302,category1
17.6,0.9,23.1,33.8,555,487,-4391,-2798,-17,-702,category1
17.7,8.8,79.9,90.3,775,-237,2420,-4841,-153,-457,category1
17.8,12.8,14.6,30.3,-652,-224,-4688,874,834,-776,category1
17.900000000000002,1.7,37.5,23.8,-820,27,-1209,4638,-68,-649,category1
18.0,2.9,18.7,18.2,-821,688,5817,-4661,124,-495,category1
18.1,10.4,1.1,41.0,-693,744,-1215,-2075,-95,-558,category1
18.2,7.4,24.4,40.6,467,-334,3541,-1269,-889,524,category1
18.3,4.8,22.9,68.8,-886,619,4511,-3549,565,170,category1
18.400000000000002,2.7,34.3,9.8,790,712,236,4938,-539,129,category1
18.5,0.8,75.8,19.3,-681,-807,2058,3159,-339,280,category1
18.6,7.5,24.0,50.7,887,898,-2190,-33,-839,-340,category1
18.7,7.5,48.4,93.9,-864,353,190,1374,-552,-291,category1
18.8,7.3,75.2,80.5,-492,-654,-2307,5906,526,-541,category1
18.900000000000002,11.8,74.1,82.6,-599,-683,5149,-5352,-165,619,category1
19.0,1.6,4.4,4.9,127,-331,5141,-3805,-395,620,category1
19.1,9.9,73.1,86.8,-191,551,-2472,-1314,-547,-849,category1
19.200000000000003,3.0,12.9,43.7,-775,-407,-1736,-2437,-714,-158,category1
19.3,1.3,52.9,32.6,467,-397,-2959,760,425,868,category1
19.400000000000002,11.5,73.7,42.1,751,-891,-3924,-5026,811,-241,category1
19.5,4.0,66.0,41.1,29,-134,5287,-2344,-490,-507,category1
19.6,9.3,16.8,97.1,-150,217,5247,3393,759,-872,category1
19.700000000000003,2.4,26.7,76.6,-900,-177,300,4038,703,884,category1
19.8,12.4,8.7,21.0,-487,-278,-1225,-3685,-853,-13,category1
19.900000000000002,4.0,60.8,31.7,9,771,-3974,-1701,233,-433,category1
20.0,0.0,77.1,98.3,785,-393,-2376,-5726,208,-567,category1
20.1,3.3,57.2,23.0,190,110,1701,-3917,-886,-309,category1
20.200000000000003,5.6,25.3,31.6,697,623,-1,5363,-692,788,category1
20.3,5.2,75.0,49.7,-327,-721,1139,-5676,-541,735,category1
20.400000000000002,11.2,64.3,6.1,-363,-734,5753,-638,394,366,category1
20.5,12.9,3.2,85.4,11,-315,-4022,2701,-756,-231,category1
20.6,2.9,6.4,13.4,-503,-186,-1940,5973,741,-694,category1
20.700000000000003,12.3,27.5,8.9,-48,-352,-3355,3207,288,557,category1
20.8,2.2,52.3,59.8,540,-501,4162,-5629,-304,-708,category1
20.900000000000002,9.3,27.0,44.0,217,233,-3603,4935,-874,-884,category1
21.0,11.6,49.5,52.2,-235,-262,3245,-3538,-871,-227,category1
21.1,2.3,41.9,27.1,-837,-841,-3718,-5568,-301,-105,category1
21.200000000000003,11.6,54.8,99.9,-757,287,4227,2341,803,657,category1
21.3,7.4,50.1,13.2,-389,800,-2445,-626,-278,1,category1
21.400000000000002,1.5,44.4,25.7,-52,-723,2542,569,862,-365,category1
21.5,4.2,2.7,13.6,257,176,-3826,-4671,-454,412,category1
21.6,3.1,11.2,65.9,548,-269,-270,-1396,-415,504,category1
21.700000000000003,11.4,46.8,51.0,377,-522,-4973,1336,137,32,category1
21.8,3.7,26.8,25.7,326,647,-4668,120,767,201,category1
21.900000000000002,0.9,33.2,58.9,129,-261,5080,556,657,-798,category1
22.0,4.7,21.3,24.9,698,-147,2399,-1887,204,-213,category1
22.1,10.4,33.1,9.5,678,821,3624,5784,-135,-880,category1
22.200000000000003,12.4,19.0,74.9,-53,-33,-5099,-4097,385,0,category1
22.3,5.8,64.3,45.6,-165,-445,3122,4681,-796,-202,category1
22.400000000000002,0.1,59.5,40.4,-168,-369,1074,-3013,668,790,category1
22.5,10.9,55.2,57.5,-373,-134,3974,3358,-24,556,category1
22.6,12.2,28.1,76.5,-248,-518,3570,-5050,-322,575,category1
22.700000000000003,2.0,53.3,24.2,817,647,-4976,-913,127,834,category1
22.8,6.2,24.0,24.5,293,665,1514,302,541,-765,category1
22.900000000000002,1.9,37.8,55.1,564,-816,1506,3622,-513,-853,category1
23.0,12.3,16.4,41.8,-641,428,2863,-1189,-341,-591,category1
23.1,9.6,14.0,94.8,-730,262,-3349,1145,-517,325,category1
23.200000000000003,12.7,67.6,42.4,-494,-667,-5699,2852,777,696,category1
23.3,10.1,75.4,69.5,-654,-288,-5188,-4937,-570,94,category1
23.400000000000002,0.6,1.4,71.7,611,267,4594,5628,-241,442,category1
23.5,9.0,26.4,80.8,-749,-86,1697,-2399,703,-67,category1
23.6,5.7,29.5,45.3,-522,891,-317,-4807,33,145,category1
23.700000000000003,3.7,69.2,69.5,728,770,-393,5465,-38,213,category1
23.8,4.6,1.6,9.3,-634,577,4640,1501,-751,-376,category1
23.900000000000002,9.1,19.8,54.5,854,23,-2334,4589,-880,-701,category1
24.0,10.8,61.6,23.4,-284,731,3773,-5263,211,549,category1
24.1,10.1,48.2,65.1,-713,-759,5838,2174,132,-713,category1
24.200000000000003,1.1,57.1,19.8,-898,-13,3916,1631,810,605,category1
24.3,7.0,30.8,97.9,153,-270,4415,447,4,208,category1
24.400000000000002,5.3,68.8,61.6,141,-682,4061,1667,-398,570,category1
24.5,10.9,69.4,21.4,214,-482,1656,695,-465,-61,category1
24.6,10.7,30.1,39.6,-41,-463,-1055,4833,183,474,category1
24.700000000000003,10.1,49.9,45.7,-408,-647,83,-1206,-818,863,category1
24.8,4.1,32.2,96.9,-249,298,5394,-4857,274,-324,category1
24.900000000000002,10.5,64.4,64.1,-716,-342,3539,-782,-593,-700,category1
25.0,11.4,49.6,2.3,-496,-234,-5025,-2904,46,368,category1
25.1,0.7,39.2,47.0,358,-304,-4627,2607,-59,-212,category1
25.200000000000003,1.2,9.3,99.3,-666,408,1036,1396,633,-67,category1
25.3,8.7,75.0,83.0,474,-482,-5488,-4352,-125,283,category1
25.400000000000002,6.2,37.6,40.2,-713,-307,-4382,3476,624,-302,category1
25.5,10.3,56.6,52.7,-12,-298,2354,-5527,737,-32,category1
25.6,10.3,40.0,71.5,-469,413,4314,72,548,-431,category1
25.700000000000003,5.4,50.9,51.2,708,-174,-3261,-165,-885,77,category1
25.8,3.8,33.6,33.6,464,34,5826,-4552,403,-52,category1
25.900000000000002,10.7,75.7,31.2,-473,774,-2052,2197,-281,858,category1
26.0,3.2,79.5,41.6,-89,542,867,1101,193,-190,category1
26.1,9.1,70.1,65.3,-3,694,-4795,-3274,327,-145,category1
26.200000000000003,10.3,29.7,86.8,301,-329,848,1259,-735,142,category1
26.3,1.6,28.0,39.7,-828,-225,3137,-4073,-331,-486,category1
26.400000000000002,9.4,3.1,98.0,126,-306,3217,-5850,-214,589,category1
26.5,8.5,4.5,81.5,500,522,1521,-94,768,504,category1
26.6,5.9,52.7,67.6,-623,671,-4433,-3445,-359,-92,category1
26.700000000000003,11.9,49.3,96.4,176,-260,-947,3200,793,777,category1
26.8,3.4,18.0,41.0,180,499,-4866,1551,-498,761,category1
26.900000000000002,2.4,46.6,17.1,-565,-711,-5812,-3141,445,-539,category1
27.0,2.0,3.0,13.0,251,-141,1833,4009,-458,-192,category1
27.1,9.9,8.0,20.4,269,-494,-5236,-3443,429,775,category1
27.200000000000003,9.3,38.3,46.8,190,-119,-5590,3205,828,-517,category1
27.3,7.5,77.3,89.2,-520,-308,-879,-5162,655,-200,category1
27.400000000000002,3.0,1.8,56.8,593,-443,3794,1866,726,799,category1
27.5,8.6,2.1,45.1,-263,-653,-2074,3590,-290,-610,category1
27.6,0.2,29.1,6.5,-513,-59,77,-1503,16,-413,category1
27.700000000000003,10.1,65.8,25.4,498,745,1081,363,822,-184,category1
27.8,6.0,30.0,73.1,-97,686,98,4940,-66,808,category1
27.900000000000002,1.0,28.3,0.2,528,-209,-4392,-2054,303,-115,category1
28.0,7.7,49.6,52.3,575,-277,-4613,-1242,440,63,category1
28.1,12.9,65.7,42.1,517,107,1193,-3974,-752,-860,category1
28.200000000000003,6.1,31.7,50.1,-685,878,-1754,4864,-119,826,category1
28.3,4.6,45.8,58.1,-464,827,2631,3470,487,736,category1
28.400000000000002,9.5,27.8,74.0,-188,466,3848,1173,-30,707,category1
28.5,7.2,42.4,82.5,-80,156,4514,-1052,705,106,category1
28.6,2.6,77.1,39.7,-362,-657,-409,-1898,-355,-180,category1
28.700000000000003,5.7,63.4,74.6,51,123,4190,-536,-541,735,category1
28.8,9.1,26.5,59.8,-593,754,-74,-3137,92,-527,category1
28.900000000000002,0.9,73.2,4.7,540,484,-469,-1235,82,-734,category1
29.0,12.0,54.5,57.5,-290,831,3555,-3043,-135,82,category1
29.1,3.0,73.7,37.9,160,-516,4298,2072,43,-133,category1
29.200000000000003,1.0,56.1,36.7,-716,806,1892,1459,453,-350,category1
29.3,1.5,8.1,60.3,562,-486,4774,-2669,355,-268,category1
29.400000000000002,1.3,41.8,82.1,-520,560,1705,3543,-202,-417,category1
29.5,3.1,73.5,72.3,-6,805,-3067,4909,-533,-851,category1
29.6,12.4,39.8,77.9,849,-708,712,2584,186,-716,category1
29.700000000000003,2.0,4.7,24.6,673,42,324,4883,-190,402,category1
29.8,12.7,7.4,96.4,-519,-528,-264,-3237,-208,312,category1
29.900000000000002,5.5,67.1,57.3,732,73,-2266,-5893,499,150,category1
30.0,0.0,1.3,74.1,-156,754,-1818,-3185,-572,89,category1
30.1,5.5,74.8,61.6,105,341,1822,-4397,98,-580,category1
30.200000000000003,10.2,69.0,94.9,314,587,-1798,-5629,-408,180,category1
30.3,9.6,21.9,20.6,829,-432,1502,3430,-754,834,category1
30.400000000000002,3.0,1.1,99.8,-196,-714,-1222,-1658,187,-338,category1
30.5,4.5,20.7,60.7,888,-602,-3086,-3381,-153,268,category1
30.6,6.8,64.8,71.8,-798,-830,-4011,-558,806,457,category1
30.700000000000003,8.9,17.1,35.8,571,-646,-4745,-5022,-351,-719,category1
30.8,4.0,54.5,3.7,583,840,-3679,3474,-809,-881,category1
30.900000000000002,5.7,27.2,83.4,-311,593,5194,733,192,-359,category1
31.0,2.1,39.2,82.6,817,-1,-661,-5991,-433,530,category1
31.1,2.1,28.1,79.0,-470,-764,-1411,-3608,146,-28,category1
31.200000000000003,8.9,49.2,26.4,684,-718,-3221,-1882,-326,-418,category1
31.3,7.9,29.8,22.5,-352,417,2652,1930,64,518,category1
31.400000000000002,6.5,5.3,67.2,-67,-32,-1507,5718,-55,-200,category1
31.5,6.9,21.6,18.3,-475,802,880,3514,790,101,category1
31.6,10.4,26.3,10.2,718,682,2293,2110,418,-876,category1
31.700000000000003,11.2,33.5,54.3,-735,-782,3877,3546,-358,-803,category1
31.8,7.4,10.9,4.0,-86,-689,-140,-4442,545,-407,category1
31.900000000000002,3.0,19.2,30.0,-330,-597,3813,3994,519,-75,category1
32.0,5.4,14.3,31.7,-172,89,-5120,1758,-533,733,category1
32.1,12.5,42.8,12.8,392,-666,2970,4478,475,638,category1
32.2,11.6,53.8,66.0,-130,-457,3282,427,192,-816,category1
32.300000000000004,12.7,48.9,71.1,-171,637,-5971,5475,840,-23,category1
32.4,4.4,37.3,13.0,-202,790,-5178,966,-340,880,category1
32.5,4.9,5.2,95.1,296,599,1598,-3655,-153,738,category1
32.6,8.3,77.1,60.5,-367,-347,-4498,150,-352,866,category1
32.7,10.7,5.7,75.9,439,76,-1880,215,-261,828,category1
32.800000000000004,4.4,7.9,29.8,263,400,-4340,-4357,-729,-506,category1
32.9,11.9,21.3,83.4,485,-181,2298,3857,571,-749,category1
33.0,8.2,47.7,73.1,668,727,-1949,96,408,362,category1
33.1,10.1,45.2,0.8,269,577,-5397,-2867,749,-18,category1
33.2,1.1,13.8,73.1,412,-533,-5502,-2215,819,788,category1
33.300000000000004,3.1,13.7,53.6,676,-815,999,2946,-50,1,category1
33.4,11.4,18.9,82.6,435,-820,58,4666,-282,744,category1
33.5,7.2,22.9,81.8,524,-767,-469,-5115,373,-614,category1
33.6,0.6,4.5,57.1,-42,134,5337,118,404,-309,category1
33.7,6.5,69.8,5.4,-87,-259,1943,3177,-558,-485,category1
33.800000000000004,7.8,0.2,44.9,-874,126,-4374,-4654,769,882,category1
33.9,12.7,33.5,19.4,403,674,-2832,-2696,-812,161,category1
34.0,0.4,9.1,1.9,624,464,1898,3973,378,-144,category1
34.1,6.3,76.8,28.8,570,-81,3596,1713,-744,277,category1
34.2,1.7,76.1,90.6,-559,380,864,4793,-678,-591,category1
34.300000000000004,11.1,73.1,79.5,403,724,1000,-3734,775,333,category1
34.4,1.4,36.4,7.3,237,154,3980,-3359,-22,795,category1
34.5,0.3,0.4,74.0,399,133,2194,5163,211,-523,category1
34.6,12.5,2.7,35.4,-18,309,-1222,3546,-735,-353,category1
34.7,1.8,30.3,49.9,508,-550,-2858,3801,431,240,category1
34.800000000000004,11.9,65.3,19.6,792,-365,-2892,2291,-405,-315,category1
34.9,9.6,58.1,77.6,-849,-320,-4768,-107,47,700,category1
35.0,1.3,71.9,56.2,-635,-510,5657,-1636,646,33,category1
35.1,12.2,52.3,84.3,654,-521,678,702,-793,-147,category1
35.2,8.6,36.9,61.2,603,177,-5182,5277,286,-735,category1
35.300000000000004,12.4,56.0,61.4,-16,-505,181,-4792,-627,-456,category1
35.4,1.0,70.5,94.1,606,478,-259,157,-23,-724,category1
35.5,11.3,61.5,19.3,-217,244,-3419,2155,19,229,category1
35.6,10.1,24.3,88.1,-86,116,2810,1861,-237,-143,category1
35.7,9.3,50.9,37.5,-257,-421,-4003,-4086,846,-399,category1
35.800000000000004,9.8,64.7,96.2,186,1,5361,-3972,-471,38,category1
35.9,8.9,43.6,5.9,-199,-101,-4978,-5309,-300,746,category1
36.0,11.0,66.0,79.3,186,760,2526,2932,689,-694,category1
36.1,7.2,30.5,10.8,200,-852,2615,-701,287,-579,category1
36.2,9.8,45.0,84.3,343,477,1928,2554,246,-898,category1
36.300000000000004,1.7,65.5,62.9,-646,878,-1907,-3981,8,869,category1
36.4,11.0,55.6,76.1,-685,-881,-3451,-5121,-75,13,category1
36.5,10.1,70.5,5.3,365,519,1171,-153,-128,-890,category1
36.6,6.5,8.8,71.6,484,-515,296,-303,-175,-275,category1
36.7,9.9,27.3,91.1,-596,112,5799,-5520,573,-698,category1
36.800000000000004,0.6,41.5,26.7,130,-341,5112,5587,172,-348,category1
36.9,4.6,70.2,68.3,-127,-127,-3473,5448,-302,-709,category1
37.0,6.4,35.5,57.9,-299,888,-3577,147,322,480,category1
37.1,2.8,47.8,48.7,-669,-868,4291,-5085,464,533,category1
37.2,2.1,72.5,29.9,868,-436,-1422,2107,-398,557,category1
