timestamp,BatteryVoltage,Amperage,Temperature,elevatorDesiredPosition,elePosition,eleVelo,eDesiredVelo,batteryname
8.700000000000001,7.2,42.0,94.7,-185,-407,-387,-962,category1
8.8,9.1,49.7,77.5,-623,-807,-1303,954,category1
8.9,1.1,52.4,38.2,99,179,-4705,-5786,category1
9.0,9.4,67.1,45.3,6,-250,-2837,915,category1
9.1,4.2,56.3,83.4,436,-480,-1435,-4397,category1
9.200000000000001,4.9,58.0,95.1,820,-616,4660,-4485,category1
9.3,6.6,35.7,70.9,-831,431,-5800,-544,category1
9.4,12.2,49.9,96.0,-282,-339,3300,-4478,category1
9.5,9.8,44.6,23.7,-454,-597,-1725,3148,category1
9.600000000000001,5.0,72.0,62.7,-75,-105,-4270,1203,category1
9.700000000000001,7.0,68.6,39.3,847,-298,-4048,3557,category1
9.8,5.1,23.9,44.0,-553,807,-482,3812,category1
9.9,5.1,58.8,66.4,240,-772,-3087,1145,category1
10.0,4.5,78.6,81.3,835,-523,-1545,5768,category1
10.100000000000001,0.8,22.8,58.5,-452,880,-5826,-3712,category1
10.200000000000001,10.6,65.1,86.7,827,584,-4924,806,category1
10.3,2.4,57.8,53.3,345,-90,3812,-886,category1
10.4,2.2,54.8,74.6,542,361,2754,-1856,category1
10.5,10.9,1.1,34.9,116,791,-2936,-884,category1
10.600000000000001,3.3,35.3,83.7,-184,695,-499,5541,category1
10.700000000000001,1.1,78.8,52.5,-196,-371,-750,709,category1
10.8,9.6,60.1,48.2,706,-299,-790,-3204,category1
10.9,6.7,42.5,63.0,584,-576,-3195,-1216,category1
11.0,9.4,38.9,18.1,122,161,-1932,1146,category1
11.100000000000001,0.5,62.4,27.1,-512,-236,-616,5788,category1
11.200000000000001,5.1,23.1,27.7,-824,335,-3296,-4657,category1
11.3,2.1,46.5,38.5,870,-201,-5354,819,category1
11.4,4.3,45.7,61.5,793,347,4434,-1187,category1
11.5,1.2,19.3,14.5,766,-702,-2789,2580,category1
11.600000000000001,12.6,12.8,40.5,509,762,-1206,5179,category1
11.700000000000001,7.6,50.3,88.5,145,-823,-1513,-3457,category1
11.8,1.5,49.6,21.5,650,-11,-49,-524,category1
11.9,7.8,23.6,67.4,-554,638,2396,-5675,category1
12.0,2.9,8.7,49.9,36,82,-4010,-4772,category1
12.100000000000001,1.9,71.4,67.8,536,-285,1421,11,category1
12.200000000000001,7.3,78.2,85.2,-354,658,-705,-4024,category1
12.3,0.9,47.5,86.3,762,555,-2709,5489,category1
12.4,5.4,21.7,81.3,814,-677,4477,-1859,category1
12.5,7.7,7.8,26.9,34,-676,-5417,-2021,category1
12.600000000000001,11.0,27.1,79.1,-857,260,5097,-4594,category1
12.700000000000001,10.8,26.6,66.9,-110,-570,244,-2458,category1
12.8,7.9,4.9,41.5,-622,-320,-5141,2980,category1
12.9,0.2,6.8,20.8,764,-782,4598,-1021,category1
13.0,11.2,43.4,48.4,879,584,4883,1326,category1
13.100000000000001,12.8,24.9,55.7,-354,-443,-4522,-2580,category1
13.200000000000001,7.4,42.1,85.5,667,837,-3386,1347,category1
13.3,5.6,16.8,98.4,-481,-888,-1912,2423,category1
13.4,5.7,12.7,75.3,-743,497,1989,-1510,category1
13.5,0.5,59.0,59.7,759,272,-3948,3223,category1
13.600000000000001,0.5,48.6,74.3,-736,-479,-3215,2871,category1
13.700000000000001,3.2,42.5,60.1,531,865,5376,-1346,category1
13.8,7.8,52.2,28.9,-529,-821,-4318,-2994,category1
13.9,5.3,1.0,21.2,836,-319,4218,-4884,category1
14.0,12.9,18.3,69.1,664,719,3106,2098,category1
14.100000000000001,1.9,32.0,63.8,-379,-358,1711,3513,category1
14.200000000000001,3.5,12.6,97.4,-314,-652,2694,-1731,category1
14.3,10.3,52.4,44.5,-529,890,-3154,-1779,category1
14.4,10.0,35.8,73.4,-753,-341,-2445,-4047,category1
14.5,5.6,59.7,97.4,507,168,-915,-2946,category1
14.600000000000001,5.6,69.6,10.0,458,530,-576,5897,category1
14.700000000000001,3.9,49.5,34.3,564,-307,-1716,2329,category1
14.8,3.8,53.6,54.6,-663,555,3240,1183,category1
14.9,12.9,13.3,12.7,126,411,4807,-1836,category1
15.0,1.3,49.7,68.8,682,246,-1554,-3082,category1
15.100000000000001,10.1,10.0,39.6,266,524,-3725,4728,category1
15.200000000000001,8.3,44.9,47.9,895,-235,-1790,3674,category1
15.3,1.3,38.1,52.0,-657,-565,-5876,1158,category1
15.4,9.9,0.3,93.7,-279,-490,-5266,-5081,category1
15.5,4.4,30.6,45.3,689,678,1017,4360,category1
15.600000000000001,5.6,3.5,52.4,-165,-290,-494,1148,category1
15.700000000000001,4.8,0.0,5.5,855,305,3143,-4347,category1
15.8,9.1,14.2,72.8,-613,-698,3731,845,category1
15.9,3.2,46.9,63.5,-727,-94,-2150,-3047,category1
16.0,3.5,72.5,16.6,290,-178,-5653,-310,category1
16.1,2.4,74.2,96.6,676,-210,277,-4279,category1
16.2,5.9,33.1,57.8,708,222,-1256,-4499,category1
16.3,8.6,76.8,14.6,729,-790,5132,-2637,category1
16.400000000000002,10.7,16.1,66.8,744,196,4039,3130,category1
16.5,2.1,47.6,48.5,-454,-136,-3246,4949,category1
16.6,1.7,72.5,38.3,119,-836,5861,1326,category1
16.7,6.0,15.1,79.4,-486,537,5415,-2357,category1
16.8,7.0,34.2,0.0,31,896,-5954,5305,category1
16.900000000000002,11.9,50.8,70.5,-34,-279,-2650,-4122,category1
17.0,8.2,5.3,0.0,-832,379,5941,3023,category1
17.1,4.0,51.0,25.3,-129,824,-4368,4727,category1
17.2,3.4,9.1,55.6,701,544,-88,4767,category1
17.3,9.8,47.8,77.4,325,486,-1283,2452,category1
17.400000000000002,0.7,65.7,0.3,-629,369,2648,-3280,category1
17.5,1.7,68.7,88.4,-265,802,-2124,-4142,category1
17.6,7.2,79.3,28.0,651,67,872,2635,category1
17.7,5.7,23.7,7.9,-561,-503,3594,-286,category1
17.8,8.3,50.9,56.6,-517,149,1244,-4476,category1
17.900000000000002,4.7,65.1,87.1,631,273,-2969,-2741,category1
18.0,3.2,5.8,41.5,43,-17,-5734,4003,category1
18.1,7.2,5.2,34.9,-118,-218,1315,-3120,category1
18.2,5.7,39.9,14.0,236,645,861,-1030,category1
18.3,12.6,57.2,23.5,-575,799,-1630,1708,category1
18.400000000000002,11.2,59.2,39.6,-101,174,5823,-7,category1
18.5,9.0,74.3,95.1,-362,660,-3504,841,category1
18.6,8.8,6.0,57.2,-688,612,2145,1957,category1
18.7,11.5,1.6,72.6,47,499,3227,-612,category1
18.8,10.1,70.2,61.3,813,-149,-2194,-1000,category1
18.900000000000002,2.2,34.5,49.2,610,-217,-3404,-2716,category1
19.0,4.5,73.4,56.1,857,282,-5507,73,category1
19.1,6.3,39.8,0.4,-233,-723,4856,-775,category1
19.200000000000003,2.1,16.6,19.1,517,228,-1722,-2490,category1
19.3,3.0,79.9,80.7,-297,857,1546,-1451,category1
19.400000000000002,6.1,22.0,20.4,790,-663,-5491,-1203,category1
19.5,4.2,76.5,97.1,212,655,4883,-5747,category1
19.6,7.3,16.5,31.1,-483,-350,5777,4708,category1
19.700000000000003,8.1,28.8,53.5,609,683,-719,-21,category1
19.8,8.8,65.6,46.4,-801,-49,5079,-1641,category1
19.900000000000002,12.1,31.9,24.5,183,600,536,-4059,category1
20.0,6.6,8.4,87.1,545,-347,-5728,4646,category1
20.1,9.0,46.9,93.2,239,301,-5585,3394,category1
20.200000000000003,3.7,1.3,1.7,135,83,-4763,1663,category1
20.3,9.2,20.0,39.4,428,535,-4680,3653,category1
20.400000000000002,0.1,31.2,70.5,-446,-723,-179,2985,category1
20.5,4.9,41.3,2.8,-98,73,3724,-5100,category1
20.6,9.0,40.8,49.1,771,164,-5056,3127,category1
20.700000000000003,4.4,65.3,43.8,-390,320,1812,-2231,category1
20.8,2.1,71.3,21.3,-356,170,4508,3849,category1
20.900000000000002,7.4,72.1,51.2,-532,770,-3285,3418,category1
21.0,12.5,3.0,73.0,621,499,4369,-3510,category1
21.1,5.1,4.8,22.4,-474,538,-3644,-4323,category1
21.200000000000003,3.4,5.9,82.9,287,-560,234,-4182,category1
21.3,0.0,60.7,58.0,-225,-427,3068,4038,category1
21.400000000000002,7.1,50.9,57.3,-680,-813,1137,-1148,category1
21.5,6.6,51.9,17.0,-532,866,4238,2150,category1
21.6,6.7,39.9,24.3,639,412,-413,-5881,category1
21.700000000000003,11.6,23.7,43.7,701,-243,-5065,3670,category1
21.8,5.4,30.8,53.0,307,600,2175,-910,category1
21.900000000000002,2.3,31.9,93.9,-638,-129,5034,1762,category1
22.0,9.8,49.3,30.1,-548,-701,-4208,3519,category1
22.1,5.3,20.8,89.5,336,550,-5990,985,category1
22.200000000000003,12.9,11.8,60.7,-616,526,3425,-2576,category1
22.3,0.1,68.2,56.2,-167,417,-1199,2348,category1
22.400000000000002,6.3,7.8,89.7,-219,-12,-5232,5142,category1
22.5,12.5,32.1,99.6,-481,-535,345,-5653,category1
22.6,3.1,5.6,49.3,-623,-246,2472,5062,category1
22.700000000000003,4.5,55.0,27.0,-820,-361,1255,1049,category1
22.8,10.2,26.5,26.4,-683,665,-1218,-2871,category1
22.900000000000002,11.2,55.4,5.8,268,285,-331,-1860,category1
23.0,2.0,4.0,43.9,-423,-773,-3505,-1239,category1
23.1,8.7,4.0,38.6,-659,-415,-4299,-3619,category1
23.200000000000003,10.2,28.3,91.1,816,-174,716,-460,category1
23.3,7.4,14.1,80.9,603,-152,-4430,5596,category1
23.400000000000002,9.4,36.8,0.1,-720,-665,1508,-1119,category1
23.5,11.4,52.4,28.0,694,556,-4877,-2520,category1
23.6,12.1,78.4,7.1,-13,-771,-3182,-2031,category1
23.700000000000003,9.5,68.1,75.4,172,184,1638,5509,category1
23.8,6.0,39.7,21.7,534,-274,-4580,4313,category1
23.900000000000002,2.1,8.6,11.6,-178,788,-1703,-4642,category1
24.0,10.9,64.1,39.4,820,122,-3525,-999,category1
24.1,3.3,53.0,73.8,801,-314,1672,-1942,category1
24.200000000000003,1.0,12.0,79.7,-716,-109,280,-2615,category1
24.3,5.1,76.6,47.2,-638,-307,-3513,5810,category1
24.400000000000002,9.9,77.3,97.9,376,-338,-3715,5587,category1
24.5,8.5,69.2,96.0,282,-291,4193,5575,category1
24.6,10.3,41.6,6.5,759,629,584,3732,category1
24.700000000000003,12.6,50.3,31.2,139,85,-4190,2718,category1
24.8,0.9,71.8,72.8,330,870,-1814,-1003,category1
24.900000000000002,10.5,67.8,0.3,-891,-340,3172,-2485,category1
25.0,8.7,71.2,40.3,-306,42,2192,5288,category1
25.1,10.2,17.3,91.3,-216,-758,-5121,-292,category1
25.200000000000003,7.8,16.6,5.8,-760,19,-4313,3742,category1
25.3,1.7,72.7,52.2,-58,136,791,-964,category1
25.400000000000002,7.3,73.0,46.2,-552,-566,2234,-4461,category1
25.5,9.9,76.5,34.9,-209,18,-618,5623,category1
25.6,9.2,15.6,45.8,-658,733,-5113,1377,category1
25.700000000000003,3.5,18.3,94.7,795,-738,209,5421,category1
25.8,1.3,37.4,75.5,250,358,-1822,-826,category1
25.900000000000002,12.3,44.1,60.3,-634,134,204,-5426,category1
26.0,8.8,38.1,4.1,-75,431,2906,-3339,category1
26.1,3.2,71.7,13.7,-628,-601,-4655,-2277,category1
26.200000000000003,3.2,25.8,85.2,-814,22,-5993,-752,category1
26.3,12.0,46.7,64.0,-139,649,1490,5949,category1
26.400000000000002,7.3,47.2,57.6,261,-459,368,-346,category1
26.5,3.5,35.2,49.4,-259,518,-1859,1308,category1
26.6,1.1,29.1,99.7,-865,-78,5590,-5216,category1
26.700000000000003,4.3,9.5,21.8,-56,524,-4984,-4363,category1
26.8,3.0,54.7,81.0,255,238,-4591,-1812,category1
26.900000000000002,1.8,42.7,94.5,-891,776,-1066,-3567,category1
27.0,10.2,1.5,76.7,630,774,-5273,-109,category1
27.1,5.6,39.7,60.7,683,-264,3940,1914,category1
27.200000000000003,2.8,19.8,13.1,210,103,5082,1795,category1
27.3,8.8,76.8,65.0,755,-622,-928,-4017,category1
27.400000000000002,8.2,41.2,40.7,895,-385,229,-2339,category1
27.5,9.1,26.9,96.1,208,-112,-4164,1427,category1
27.6,7.3,62.7,7.4,-430,-412,-639,-5213,category1
27.700000000000003,7.8,70.9,14.9,-640,-486,3467,-4867,category1
27.8,7.9,10.6,31.0,61,-194,2271,-255,category1
27.900000000000002,6.8,47.6,25.5,777,-397,-3007,-1017,category1
28.0,7.2,40.9,81.6,547,381,1567,-1940,category1
28.1,10.1,17.4,66.9,34,-868,1887,-5040,category1
28.200000000000003,8.9,46.2,68.3,289,55,-210,-4609,category1
28.3,2.8,65.5,72.8,-171,-109,-4899,-765,category1
28.400000000000002,8.9,36.1,5.1,296,-502,4971,2881,category1
28.5,0.1,29.8,13.9,550,748,-4028,-994,category1
28.6,11.7,49.5,39.4,-141,-615,-5322,-3578,category1
28.700000000000003,2.5,39.1,76.6,886,148,-3908,-4245,category1
28.8,3.9,76.4,50.0,486,-364,3875,-5923,category1
28.900000000000002,6.2,13.6,41.8,-518,-697,-1266,2063,category1
29.0,2.6,56.6,83.0,-322,-235,-415,-1348,category1
29.1,9.0,12.3,86.8,851,-451,-2397,2830,category1
29.200000000000003,0.9,41.7,94.5,-147,544,2777,4068,category1
29.3,1.0,13.3,98.2,-441,895,-2451,5221,category1
29.400000000000002,8.2,45.9,18.9,441,895,-1471,5027,category1
29.5,0.9,26.1,69.1,231,-13,4636,407,category1
29.6,8.4,56.9,24.7,305,850,4165,-2804,category1
29.700000000000003,0.0,1.8,40.6,860,-197,4338,4713,category1
29.8,11.2,15.0,0.7,-46,365,-5869,-1706,category1
29.900000000000002,10.3,78.7,49.4,-49,-45,3987,-1254,category1
30.0,5.4,73.7,91.0,-446,-45,1688,5588,category1
30.1,12.3,37.6,46.7,489,-419,-1797,-1404,category1
30.200000000000003,7.9,42.0,50.1,-219,504,2418,-2478,category1
30.3,5.7,61.8,65.5,-240,806,3420,-2645,category1
30.400000000000002,0.1,20.0,37.6,-223,294,2951,-4060,category1
30.5,6.0,18.6,30.0,210,-716,-2617,-755,category1
30.6,9.6,43.6,63.2,837,-90,-5086,-4316,category1
30.700000000000003,5.2,67.5,50.6,1,175,-4557,-867,category1
30.8,1.3,6.8,75.8,-248,-781,3642,3659,category1
30.900000000000002,1.1,59.1,64.8,-240,264,4313,-5925,category1
31.0,10.3,7.3,93.3,213,888,-5380,-1342,category1
31.1,2.8,35.2,37.4,432,516,414,5662,category1
31.200000000000003,3.1,77.2,8.3,-596,613,3238,5340,category1
31.3,10.8,1.1,72.1,-288,369,-4358,234,category1
31.400000000000002,12.0,55.2,37.5,-333,802,394,-540,category1
31.5,12.9,12.5,23.7,-874,470,-2203,-2545,category1
31.6,9.9,16.0,66.5,177,459,5470,-5630,category1
31.700000000000003,8.3,59.0,68.3,422,-252,3159,-68,category1
31.8,12.3,58.6,11.5,527,195,-1898,3350,category1
31.900000000000002,6.0,13.1,45.9,-428,363,1572,5291,category1
32.0,2.4,3.4,96.5,592,-233,2178,-2023,category1
32.1,10.8,33.9,86.1,837,-586,2217,2032,category1
32.2,4.7,39.7,45.1,793,254,-1461,-1516,category1
32.300000000000004,10.5,15.8,44.1,398,-179,-4948,2035,category1
32.4,0.4,50.1,90.9,690,17,2854,586,category1
32.5,9.5,10.1,63.3,-858,-796,-3391,2997,category1
32.6,12.3,37.8,13.1,581,288,-1504,3919,category1
32.7,9.6,49.2,3.0,-669,120,4068,-1603,category1
32.800000000000004,2.2,10.0,4.4,666,-54,-4506,-3014,category1
32.9,7.1,44.4,6.1,399,884,-3302,1443,category1
33.0,9.0,59.9,98.4,870,-425,4421,-1985,category1
33.1,2.7,50.8,55.4,885,505,-5702,5198,category1
33.2,11.6,75.5,6.9,-215,-814,670,1181,category1
33.300000000000004,11.7,22.0,5.4,-429,-604,-3208,2509,category1
33.4,7.0,19.9,73.1,493,465,-5320,5658,category1
33.5,5.5,9.2,77.7,297,545,-3037,-5214,category1
33.6,5.4,25.1,94.9,623,684,-382,-3606,category1
33.7,2.6,42.8,76.6,-369,238,5712,-3601,category1
33.800000000000004,12.7,13.2,3.3,228,-898,33,-4559,category1
33.9,12.1,2.8,34.3,-286,829,-3518,-3975,category1
34.0,6.0,41.9,94.9,-38,-21,-32,3972,category1
34.1,4.4,15.5,55.0,-896,459,2342,-4505,category1
34.2,2.0,72.2,83.2,-726,-252,3858,-1858,category1
34.300000000000004,8.7,15.4,83.8,-109,-577,-4675,-3305,category1
34.4,4.6,52.5,14.8,-72,-472,2462,-2788,category1
34.5,8.2,72.4,57.7,591,153,-5684,-4042,category1
34.6,8.4,12.5,63.0,208,417,-2294,-1764,category1
34.7,3.3,41.7,50.7,-5,-541,-186,3682,category1
34.800000000000004,6.0,45.4,53.1,-417,-251,1982,-1276,category1
34.9,3.8,1.4,57.8,236,-31,-5772,-3093,category1
35.0,10.7,70.0,71.4,298,55,-412,-550,category1
35.1,3.7,32.9,76.1,333,350,593,325,category1
35.2,12.7,21.3,85.9,545,-235,4414,191,category1
35.300000000000004,7.6,3.2,8.9,857,596,-1894,974,category1
35.4,2.0,41.8,85.7,-771,783,276,5654,category1
35.5,2.4,13.7,79.9,-109,-415,3927,4459,category1
35.6,7.8,44.0,19.9,13,218,-5585,2647,category1
35.7,9.6,37.1,59.9,124,-89,4959,1517,category1
35.800000000000004,3.9,21.1,90.9,-130,-211,-5209,-1552,category1
35.9,4.4,12.3,4.0,-847,-184,4536,1698,category1
36.0,3.0,64.0,13.7,-68,-594,359,5228,category1
36.1,11.2,14.5,78.7,364,-138,-629,-5537,category1
36.2,8.2,17.3,7.4,54,103,2803,4432,category1
36.300000000000004,11.2,8.6,3.4,-68,787,-4316,1344,category1
36.4,3.5,23.7,12.1,469,543,-2354,65,category1
36.5,1.7,3.0,65.5,-801,-795,1422,5130,category1
36.6,3.0,8.2,72.5,138,-734,-1741,-404,category1
36.7,3.7,53.8,12.4,6,249,-5552,2437,category1
36.800000000000004,1.0,43.8,91.3,832,383,1219,4476,category1
36.9,9.6,25.9,27.1,-400,-341,5720,-5396,category1
37.0,9.4,19.0,24.1,834,-263,-3934,747,category1
37.1,6.5,3.9,35.7,761,315,5705,2851,category1
37.2,3.6,68.2,90.8,-443,-566,4546,-1791,category1
37.300000000000004,11.5,16.0,17.4,-826,470,5057,-3430,category1
37.4,12.2,34.5,3.7,548,-424,2524,5529,category1
37.5,11.4,45.0,40.5,-895,-402,4345,5592,category1
37.6,1.7,11.4,14.1,533,284,2914,1018,category1
37.7,5.9,59.1,43.2,-505,-317,-3499,2808,category1
37.800000000000004,1.9,47.2,16.8,-125,604,-4514,-4785,category1
37.9,2.8,24.4,74.5,629,332,-5166,635,category1
38.0,6.5,69.1,49.2,-173,262,4797,2545,category1
38.1,3.2,39.1,41.3,-103,794,1581,-323,category1
38.2,6.4,32.9,79.0,854,353,-5518,-4539,category1
38.300000000000004,5.3,67.4,22.7,601,306,829,5358,category1
38.400000000000006,10.6,71.2,54.7,-525,803,-1474,5736,category1
38.5,10.7,77.3,6.5,724,599,4767,618,category1
38.6,8.5,45.7,6.9,49,-296,-3259,-513,category1
38.7,8.1,46.4,56.0,-485,19,3406,2509,category1
38.800000000000004,9.3,66.0,86.6,-485,-855,2459,1559,category1
38.900000000000006,1.8,10.5,57.9,-206,463,-543,4510,category1
39.0,12.9,61.8,12.1,-523,512,5461,5471,category1
39.1,0.5,64.9,64.3,-289,-531,-4789,5758,category1
39.2,6.1,69.0,70.6,-132,169,-178,275,category1
39.300000000000004,2.9,7.3,68.3,875,241,-5060,-4695,category1
39.400000000000006,11.9,51.4,74.9,291,-695,5482,5193,category1
39.5,8.2,7.1,77.5,58,188,-4002,-1895,category1
39.6,0.6,44.5,65.1,656,-11,5693,-5489,category1
39.7,2.0,78.7,10.8,-246,-369,2700,-5766,category1
39.800000000000004,8.7,14.1,41.5,-99,416,-5111,-3191,category1
39.900000000000006,0.3,22.1,10.9,-178,-527,3349,-279,category1
40.0,8.8,48.8,94.8,-435,-742,-3595,320,category1
40.1,4.2,12.6,22.8,-745,-857,-4668,-3746,category1
40.2,0.9,72.3,87.3,-171,-415,-336,2486,category1
40.300000000000004,5.1,61.8,61.5,35,637,-575,-1597,category1
40.400000000000006,11.2,64.9,19.8,681,672,2437,3537,category1
40.5,12.9,11.8,82.6,840,5,-2392,5747,category1
40.6,9.9,54.4,49.9,256,-389,1910,1792,category1
40.7,12.8,70.3,90.3,228,106,5523,-3818,category1
40.800000000000004,4.6,11.0,68.4,-373,473,-3311,-3000,category1
40.900000000000006,4.6,59.6,97.6,-116,-673,5687,3376,category1
41.0,9.6,64.1,69.0,309,-468,-2106,3250,category1
41.1,1.8,37.2,75.1,824,-208,4805,-4020,category1
41.2,8.6,39.9,56.9,-367,323,3759,-2117,category1
41.300000000000004,9.9,43.8,94.6,366,816,5381,-366,category1
41.400000000000006,3.8,46.9,55.7,317,17,5792,5873,category1
41.5,5.4,1.3,12.8,407,-69,-5648,5689,category1
41.6,3.7,65.8,59.4,-840,-665,-2131,-707,category1
41.7,7.3,25.8,56.6,-572,-293,-704,5128,category1
41.800000000000004,8.1,55.3,84.6,-763,437,2908,4896,category1
41.900000000000006,0.0,28.3,80.8,204,-869,5831,-348,category1
42.0,0.8,69.7,12.2,159,478,-4664,-2839,category1
42.1,9.5,47.5,81.1,-325,-152,-511,-5346,category1
42.2,0.3,3.4,59.9,-541,-58,5634,-4655,category1
42.300000000000004,1.1,58.8,37.9,-400,-490,4724,-3278,category1
42.400000000000006,9.0,73.2,38.1,-426,-11,2660,3081,category1
42.5,3.1,77.1,63.1,-217,49,-1751,-1344,category1
42.6,6.3,23.4,88.5,-362,-474,2385,2709,category1
42.7,4.3,47.1,81.9,421,-389,-757,3372,category1
42.800000000000004,3.3,26.8,93.4,-852,-698,5769,-4075,category1
42.900000000000006,8.2,61.6,47.9,266,-684,2070,5720,category1
43.0,11.2,67.4,81.8,-558,-239,-1101,-2782,category1
43.1,6.4,56.6,89.7,422,-487,5443,-3958,category1
